"date","open","high","low","close","volume","adjusted"
2010-01-04,19.3533,19.595501,19.3533,19.595501,21545259,9.986807
2010-01-05,19.595501,19.6252,19.491699,19.5658,20230384,9.97167
2010-01-06,19.5658,19.6054,19.387899,19.422501,27114671,9.898636
2010-01-07,19.387899,19.387899,19.1605,19.2297,27025133,9.800379
2010-01-08,19.2297,19.2693,18.8244,18.8936,50954621,9.629085
2010-01-11,18.6563,18.6563,18.2509,18.290501,79540107,9.321714
2010-01-12,18.290501,18.4783,18.2707,18.295401,43428219,9.324211
2010-01-13,18.295401,18.512899,18.260799,18.389299,36715614,9.372069
2010-01-14,18.389299,18.5623,18.2806,18.3547,42428026,9.354436
2010-01-15,18.3547,18.488199,18.073,18.216299,48367049,9.283898
2010-01-18,18.216299,18.320101,18.216299,18.290501,25860988,9.321714
2010-01-19,18.290501,18.5376,18.2213,18.5376,35489029,9.44765
2010-01-20,18.5376,18.567301,17.9049,18.043301,43327526,9.195732
2010-01-21,18.043301,18.2806,17.9049,17.9049,31430789,9.125195
2010-01-22,17.9049,18.112499,17.7467,17.815901,39814740,9.079837
2010-01-25,17.7764,17.7764,17.563801,17.6182,29869283,8.97908
2010-01-26,17.6182,17.865299,17.4007,17.806,35787943,9.074791
2010-01-27,17.7467,17.7467,17.4995,17.5786,36660979,8.958899
2010-01-28,17.5786,17.7764,17.064501,17.0793,53737177,8.704431
2010-01-29,17.0793,17.3018,17.0002,17.168301,34992421,8.74979
2010-02-01,17.1535,17.1535,16.960699,17.128799,39613189,8.729657
2010-02-02,17.128799,17.2227,16.757999,17.2227,47885264,8.777514
2010-02-03,17.2227,17.440201,17.0151,17.0991,39190602,8.71452
2010-02-04,17.0991,17.2474,16.3922,16.5109,57599652,8.414746
2010-02-05,16.5109,16.6147,16.0956,16.253799,61615925,8.283717
2010-02-08,16.253799,16.6789,16.189501,16.5998,37184918,8.460055
2010-02-09,16.584999,16.584999,16.337799,16.5257,36360403,8.422289
2010-02-10,16.59,16.911301,16.59,16.792601,38137992,8.558315
2010-02-11,16.792601,16.936001,16.3428,16.5109,32077898,8.414746
2010-02-12,16.5109,16.6987,16.377399,16.486099,22703401,8.402106
2010-02-15,16.5455,16.7481,16.5455,16.59,12962105,8.455059
2010-02-16,16.59,16.7679,16.5109,16.757999,24636055,8.54068
2010-02-17,16.832199,17.0546,16.832199,16.965599,27532138,8.646482
2010-02-18,16.965599,17.232599,16.8074,17.232599,26912729,8.782559
2010-02-19,17.232599,17.3018,16.916201,17.3018,37321885,8.817829
2010-02-22,17.3018,17.3957,17.0151,17.1436,21257279,8.737201
2010-02-23,17.1436,17.212799,16.669001,16.757999,31991121,8.54068
2010-02-24,16.757999,16.9014,16.6147,16.8074,21339304,8.565857
2010-02-25,16.8074,16.9459,16.5306,16.708599,31374603,8.515504
2010-02-26,16.733299,17.1535,16.733299,17.0497,51237031,8.689342
