"date","open","high","low","close","volume","adjusted"
2010-01-04,11986.5,12145.099609,11986.099609,12145.099609,184200,12145.086914
2010-01-05,12141.799805,12240.5,12139.799805,12204.400391,238400,12204.387695
2010-01-06,12216.400391,12230.700195,12147.599609,12222.5,123800,12222.487305
2010-01-07,12163,12199.700195,12079.099609,12166.299805,192400,12166.287109
2010-01-08,12218,12232.200195,12079.900391,12163,213200,12162.987305
2010-01-11,12192.5,12233.900391,12066.099609,12074.5,230800,12074.487305
2010-01-12,12094.400391,12134.200195,11941.099609,11966.099609,186800,11966.087891
2010-01-13,11923,12027.200195,11909.599609,11958.299805,181800,11958.288086
2010-01-14,12049.099609,12050.400391,11902.299805,11999.799805,153800,11999.788086
2010-01-15,12028.5,12085.299805,11818.599609,11845,236400,11844.988281
2010-01-18,11888.5,11897.700195,11788.799805,11870.700195,95600,11870.688477
2010-01-19,11850.400391,12049.200195,11772.5,12022.599609,202400,12022.587891
2010-01-20,11987.299805,12039,11642.5,11709,233600,11708.988281
2010-01-21,11771.799805,11788.799805,11414.099609,11444,288200,11443.988281
2010-01-22,11410,11423.5,11204.5,11373.400391,302600,11373.388672
2010-01-25,11275.400391,11383.299805,11223.700195,11249.299805,203600,11249.288086
2010-01-26,11158.799805,11385.5,11140.400391,11347.299805,217400,11347.288086
2010-01-27,11199.5,11203.900391,10997.700195,11042.200195,328400,11042.189453
2010-01-28,11154.900391,11200.5,10829.299805,10829.299805,287000,10829.289063
2010-01-29,10904,11045.299805,10821.200195,10947.700195,222400,10947.689453
2010-02-01,10852.400391,11033.700195,10839.400391,10995.200195,202800,10995.189453
2010-02-02,11022.400391,11158.400391,10945.5,11140.900391,208600,11140.888672
2010-02-03,11189.599609,11201.599609,10867.799805,10888.400391,269200,10888.389648
2010-02-04,10882.299805,10920.099609,10220.700195,10241.700195,503400,10241.689453
2010-02-05,10123.299805,10277.5,9916.599609,10103.299805,537800,10103.290039
2010-02-08,10132.099609,10259.200195,9970.900391,10206.299805,310600,10206.289063
2010-02-09,10160.799805,10339.200195,10084.900391,10275.400391,279600,10275.389648
2010-02-10,10383.099609,10543.099609,10358.900391,10455,306800,10454.989258
2010-02-11,10554.5,10557.400391,10162.700195,10281.700195,263000,10281.689453
2010-02-12,10393.900391,10409.799805,10149.200195,10224.900391,183600,10224.889648
2010-02-15,10298.5,10386.799805,10240.299805,10293.599609,110000,10293.588867
2010-02-16,10397.900391,10430.5,10230.400391,10393.900391,151800,10393.889648
2010-02-17,10470.900391,10551.5,10426.5,10498.599609,198800,10498.588867
2010-02-18,10466.700195,10574.200195,10417.900391,10574.200195,197400,10574.189453
2010-02-19,10472.400391,10676.700195,10404,10676.700195,244800,10676.689453
2010-02-22,10752.5,10773.599609,10541.099609,10570.5,150200,10570.489258
2010-02-23,10597.599609,10638.599609,10267.5,10312.900391,212000,10312.889648
2010-02-24,10304.700195,10333.799805,10089.400391,10254,221800,10253.989258
2010-02-25,10195.599609,10312.400391,10047.200195,10126.200195,219800,10126.189453
2010-02-26,10243.400391,10345.200195,10118.400391,10333.599609,230200,10333.588867
2010-03-01,10434.700195,10504.900391,10287.599609,10434.900391,164800,10434.889648
2010-03-02,10441.799805,10532.900391,10339.299805,10521.5,176200,10521.489258
2010-03-03,10485.099609,10679.5,10411.799805,10664.5,194800,10664.489258
2010-03-04,10595.599609,10814.599609,10577.099609,10745.299805,231200,10745.289063
2010-03-05,10780.099609,11032.799805,10718.599609,11019.799805,217400,11019.789063
2010-03-08,11103.099609,11123.799805,11031.700195,11078.299805,170600,11078.289063
2010-03-09,11101.099609,11108.599609,10911.099609,11002.799805,170600,11002.789063
2010-03-10,11018.299805,11121,10976.799805,11121,166400,11120.988281
2010-03-11,11076.200195,11128,10988.299805,11045.400391,156000,11045.389648
2010-03-12,11078.900391,11181.299805,11049.400391,11077,148400,11076.989258
2010-03-15,11069.900391,11078.299805,10932.200195,10957.799805,145600,10957.789063
2010-03-16,11028.599609,11061.799805,10921.099609,11059.299805,167000,11059.289063
2010-03-17,11128,11190,11090.400391,11166.799805,172200,11166.788086
2010-03-18,11119.599609,11156.400391,11021.299805,11073.5,177400,11073.489258
2010-03-19,11132.400391,11141.400391,10929.599609,10990.799805,277800,10990.789063
2010-03-22,10959.599609,10960.400391,10694.200195,10861.900391,212800,10861.889648
2010-03-23,10884.5,11013.900391,10864.799805,10996.200195,215000,10996.189453
2010-03-24,11027,11041.099609,10747.5,10866.299805,217800,10866.289063
2010-03-25,10908.5,11092.799805,10825.900391,11091.400391,189800,11091.388672
2010-03-26,11054.099609,11124,11004,11071.099609,150000,11071.088867
2010-03-29,11108.200195,11166.400391,11013,11091,134400,11090.988281
2010-03-30,11133.599609,11157,10968,10980.700195,131800,10980.689453
2010-03-31,10942.799805,11014.799805,10774,10871.299805,196200,10871.289063
2010-04-01,10950.400391,11067.900391,10893,11067.900391,127800,11067.889648
2010-04-06,11143.200195,11185.099609,10968.200195,11160.599609,165600,11160.587891
2010-04-07,11152.299805,11235.700195,11083.200195,11191.299805,213800,11191.288086
2010-04-08,11134,11153,10977,11076.299805,203000,11076.289063
2010-04-09,11161.099609,11408.5,11139.5,11394.200195,257600,11394.188477
2010-04-12,11468,11554.799805,11416.099609,11460.799805,191800,11460.788086
2010-04-13,11415.799805,11535.700195,11403.5,11461,196600,11460.988281
2010-04-14,11519.599609,11566.099609,11460.200195,11503.700195,155800,11503.688477
2010-04-15,11533.099609,11543.900391,11372,11523.5,196800,11523.488281
2010-04-16,11441.700195,11546.900391,11210.5,11259.700195,318000,11259.688477
2010-04-19,11155.5,11264.099609,11118.200195,11199.5,200600,11199.488281
2010-04-20,11256.299805,11334.700195,11140.099609,11305.599609,186400,11305.587891
2010-04-21,11328.5,11337.299805,11041.799805,11064.700195,210800,11064.689453
2010-04-22,11045.099609,11079.200195,10753.400391,10821.900391,297200,10821.889648
2010-04-23,10833.200195,11027.299805,10759.700195,10918.200195,225400,10918.189453
2010-04-26,11042.700195,11092.599609,10837.799805,10939.299805,243600,10939.289063
2010-04-27,10884.599609,10904.5,10480.900391,10480.900391,317200,10480.889648
2010-04-28,10350.799805,10480.299805,10077.900391,10167,502800,10166.989258
2010-04-29,10190.700195,10511.299805,10138.599609,10441,325200,10440.989258
2010-04-30,10477.099609,10648.599609,10382.200195,10492.200195,270800,10492.189453
2010-05-03,10426.200195,10452.200195,10272,10422.799805,162600,10422.789063
2010-05-04,10363.599609,10411.799805,9812.799805,9859.099609,462200,9859.089844
2010-05-05,9864.599609,9904.5,9505.700195,9635.200195,516200,9635.19043
2010-05-06,9539.200195,9837.5,9267.5,9352.599609,460600,9352.589844
2010-05-07,9175.400391,9568.799805,8925.900391,9046.099609,539400,9046.09082
2010-05-10,9059.200195,10351.900391,9058.599609,10351.900391,694200,10351.889648
2010-05-11,10056.700195,10146.799805,9731.299805,10008.599609,372000,10008.589844
2010-05-12,9927.900391,10284.900391,9812.200195,10089.799805,296200,10089.790039
2010-05-13,10222.5,10222.5,9846.299805,9977.5,230200,9977.490234
